file_path,file_id,sequence_id,participant_id,phrase
ChicagoFSWildPlus/Batch11/Signs_Time_San_Francisco_33_A2WGOCFKSFGADL_2,9000000,9000048,1281,was a yankee fan
ChicagoFSWildPlus/Batch20/DeafNation_DeafUnited_LanguagePeople_11_A1F0Y9W6IR2DRB_6,9000000,9000049,1012,note
ChicagoFSWildPlus/Batch11/Skybell_2_A1YHAWNKMBBOXM_3,9000000,9000050,1120,t
ChicagoFSWildPlus/Batch19/Gallaudet_Board_Trustees_Spring_3_A18LZUX7ES0QI9_7,9000000,9000051,1116,ncaa
ChicagoFSWildPlus/Batch31/DM_61517_14_APZUMUMSJ59GH_6,9000000,9000052,1012,ymca
ChicagoFSWildPlus/Batch18/What_are_we_teaching_6_A18LZUX7ES0QI9_9,9000000,9000053,1184,of
ChicagoFSWildPlus/Batch26/Why_Latinx_Webinar_4_A2KK5BSM1BR0WR_3,9000000,9000054,1220,god
ChicagoFSWildPlus/Batch11/SNASL-Table_Salt_2_AIU1NJREW2JSG_3,9000000,9000055,1301,plate
ChicagoFSWildPlus/Batch10/Annual_Report_Saskatchew_1_A1YHAWNKMBBOXM_0,9000000,9000056,1340,asl
ChicagoFSWildPlus/Batch24/The_Pearls-Lizzie_Sorkin_2_A18LZUX7ES0QI9_9,9000000,9000057,1247,so
ChicagoFSWild/youtube_2/insanemisha_3651,9000000,9000058,0059,ken dvis
ChicagoFSWildPlus/Batch5/David_Geeslin-Community_8_0_1,9000000,9000059,1126,rid
ChicagoFSWildPlus/Batch31/DM_61517_14_A2KK5BSM1BR0WR_0,9000000,9000060,1012,ilal
ChicagoFSWildPlus/Batch24/Trial_Work_Period_11_A18LZUX7ES0QI9_4,9000000,9000061,1187,sl
ChicagoFSWildPlus/Batch25/What_is_Cult_2_A1TCQUK1F20CX0_4,9000000,9000062,1326,cult
ChicagoFSWildPlus/Batch31/Blu_Ray_Making_Contact_0_A2Q8Q1BE2JQR4C_8,9000000,9000063,1263,subtitle
ChicagoFSWildPlus/Batch25/What_is_ASL-ASL_2_A18LZUX7ES0QI9_0,9000000,9000064,1265,asl
ChicagoFSWildPlus/Batch29/DM_61317_4_A1TCQUK1F20CX0_9,9000000,9000065,1012,inmates
ChicagoFSWildPlus/Batch5/Deaf_Adults_Raising_Cyber-Savvy_3_1_5,9000000,9000066,1318,offe
ChicagoFSWildPlus/Batch26/Why_move_to_California_3_A2KK5BSM1BR0WR_5,9000000,9000067,1009,rat
ChicagoFSWildPlus/Batch24/Weight_Training_Health_5_A18LZUX7ES0QI9_4,9000000,9000068,1278,rl
ChicagoFSWild/youtube_1/alexandria_wailes_1892,9000000,9000069,0051,do
ChicagoFSWildPlus/Batch27/DM_5917_1_A24G9X56P9W0H3_3,9000000,9000070,1012,aid
ChicagoFSWildPlus/Batch23/Shakeology_ASL_Choice_3_A2KK5BSM1BR0WR_9,9000000,9000071,1284,cholesterol 
ChicagoFSWildPlus/Batch21/Malaysian_Jet_Goes_Missing_7_A2Q8Q1BE2JQR4C_7,9000000,9000072,1161,puauperap
ChicagoFSWildPlus/Batch12/Origin_of_Mulan_0_A1I9C94JSHA0M_3,9000000,9000073,1101,mulan
ChicagoFSWildPlus/Batch11/Snake_and_sun_7_A5MYYH3B448OY_0,9000000,9000074,1004,atiam
ChicagoFSWildPlus/Batch8/Before_and_after_over_5_A5MYYH3B448OY_1,9000000,9000075,1027,fr
ChicagoFSWild/youtube_5/storm_smith_6280,9000000,9000076,0155,premie
ChicagoFSWild/aslized/suzanne_stecker_0254,9000000,9000077,0088,asl
ChicagoFSWildPlus/Batch4/Carb_Nets_Examples_0_0_6,9000000,9000078,1082,carb
ChicagoFSWildPlus/Batch24/The_Pearls_Vision_2_A2Q8Q1BE2JQR4C_7,9000000,9000079,1251,pearl
ChicagoFSWildPlus/Batch24/VRS_Users_concern_7_A18LZUX7ES0QI9_5,9000000,9000080,1121,ob
ChicagoFSWildPlus/Batch17/July_2010_GUAA_0_A39XPCDK2O844L_11,9000000,9000081,1269,affiliates
ChicagoFSWildPlus/Batch12/Louisiana_DOT_Discrimination_6_A5MYYH3B448OY_6,9000000,9000082,1299,oreintain
ChicagoFSWildPlus/Batch11/SNASL-Disruption_Ecosystem_2_A5MYYH3B448OY_2,9000000,9000083,1301,killer whale
ChicagoFSWild/youtube_4/lizzie_sorkin_(nad)_5248,9000000,9000084,0112,standing rock
ChicagoFSWildPlus/Batch28/DM_61214_6_A281AHGBVMFHFT_3,9000000,9000085,1012,hair cells
ChicagoFSWild/youtube_2/alex_abenchuchan_3393,9000000,9000086,0050,ig
ChicagoFSWildPlus/Batch21/Malaysian_Jet_Goes_Missing_1_A2Q8Q1BE2JQR4C_6,9000000,9000087,1161,ifnn
ChicagoFSWildPlus/Batch13/Tuesday_2_May_16_A2Q8Q1BE2JQR4C_5,9000000,9000088,1012,bill
ChicagoFSWildPlus/Batch12/Obama_Invites_Deaf_1_A1I9C94JSHA0M_5,9000000,9000089,1323,yard
ChicagoFSWildPlus/Batch23/South_California_Coast_7_A2Q8Q1BE2JQR4C_3,9000000,9000090,1042,did
ChicagoFSWildPlus/Batch14/IMG_0032_5_A39XPCDK2O844L_6,9000000,9000091,1129,bobbin
ChicagoFSWildPlus/Batch13/Updates_on_the_Interpreter_4_A2Q8Q1BE2JQR4C_3,9000000,9000092,1234,bill
ChicagoFSWildPlus/Batch33/Power_Interview_with_Irina_5_APZUMUMSJ59GH_1,9000000,9000093,1262,are
ChicagoFSWildPlus/Batch30/Response_to_Joey_4_A2WGOCFKSFGADL_4,9000000,9000094,1363,aslta
ChicagoFSWildPlus/Batch6/AFA_Mission_LSL_Rally_0_0_9,9000000,9000095,1327,audism
ChicagoFSWildPlus/Batch28/Compared_with_ZVRS_0_A24G9X56P9W0H3_3,9000000,9000096,1144,ok
ChicagoFSWildPlus/Batch31/Campaign_Contribution_Rules_1_A2KK5BSM1BR0WR_6,9000000,9000097,1324,or
ChicagoFSWildPlus/Batch25/TEDxIslay-Michelle_McAuliffe_2_A1TCQUK1F20CX0_5,9000000,9000098,1074,glue
ChicagoFSWildPlus/Batch26/What_Kind_of_Milk_10_A18LZUX7ES0QI9_0,9000000,9000099,1161,age
ChicagoFSWildPlus/Batch7/5-min_Petitto_2_1_19,9000000,9000100,1309,if
ChicagoFSWildPlus/Batch20/DeafNation_DeafUnited_LanguagePeople_10_A1F0Y9W6IR2DRB_9,9000000,9000101,1012,promissory note
ChicagoFSWildPlus/Batch26/What_Kind_of_Milk_2_A18LZUX7ES0QI9_2,9000000,9000102,1161,but
ChicagoFSWild/deafvideo_4/deafmermaid_5086,9000000,9000103,0031,pinker shearer
ChicagoFSWildPlus/Batch10/IAD_Believes_in_Transparency_5_AYJ7S7KR0EOGY_2,9000000,9000104,1235,bill
ChicagoFSWildPlus/Batch11/Signs_Time_San_Francisco_34_AYJ7S7KR0EOGY_3,9000000,9000105,1281,he
ChicagoFSWildPlus/Batch29/DM_61317_24_A2Q8Q1BE2JQR4C_1,9000000,9000106,1012,ed
ChicagoFSWildPlus/Batch28/Concerns_re-IRID_and_SB752_11_A24G9X56P9W0H3_6,9000000,9000107,1151,of power
ChicagoFSWildPlus/Batch25/What_is_Fracking_4_A18LZUX7ES0QI9_1,9000000,9000108,1161,wyoming
ChicagoFSWildPlus/Batch5/Cyberbullying_Community_0_0_4,9000000,9000109,1103,review
ChicagoFSWild/misc_1/carol_padden_2078,9000000,9000110,0045,as n
ChicagoFSWildPlus/Batch10/Annual_Report_Saskatchew_2_A1YHAWNKMBBOXM_2,9000000,9000111,1340,ededed
ChicagoFSWildPlus/Batch30/Response_to_Joey_2_A2KK5BSM1BR0WR_11,9000000,9000112,1363,on
ChicagoFSWildPlus/Batch20/DeafNation_DeafUnited_LanguagePeople_20_A18LZUX7ES0QI9_2,9000000,9000113,1012,echo
ChicagoFSWildPlus/Batch32/May_17_News_1_A2Q8Q1BE2JQR4C_3,9000000,9000114,1012,did
ChicagoFSWildPlus/Batch25/The_Power_of_Childhood_6_A18LZUX7ES0QI9_0,9000000,9000115,1304,late
ChicagoFSWild/misc_1/carol_padden_1932,9000000,9000116,0045,propeties
ChicagoFSWildPlus/Batch26/Yo_Panther_about_4_A18LZUX7ES0QI9_8,9000000,9000117,1013,its
ChicagoFSWildPlus/Batch13/Updates_on_Texas_Ebola_0_A2Q8Q1BE2JQR4C_0,9000000,9000118,1161,ashka mukpa
ChicagoFSWildPlus/Batch21/Introduction_to_ASL_Gloss_3_A2Q8Q1BE2JQR4C_1,9000000,9000119,1265,asl
ChicagoFSWildPlus/Batch8/A_Special_Thanks_to_Damon_2_A2WGOCFKSFGADL_5,9000000,9000120,1013,v
ChicagoFSWildPlus/Batch14/Intellectual_Disabilities_Committee_Report_0_A2WGOCFKSFGADL_7,9000000,9000121,1230,liz hill
ChicagoFSWildPlus/Batch12/Painter_Thief_4_A2WGOCFKSFGADL_4,9000000,9000122,1052,eil
ChicagoFSWildPlus/Batch26/Wing_Butler-Onsite_15_A1TCQUK1F20CX0_3,9000000,9000123,1358,reciprocity
ChicagoFSWildPlus/Batch26/Wrong_on_Trump_0_A18LZUX7ES0QI9_8,9000000,9000124,1009,trump
ChicagoFSWildPlus/Batch31/DM_61517_5_APZUMUMSJ59GH_7,9000000,9000125,1012,coprs of
ChicagoFSWildPlus/Batch30/SDSD_Frank_Turk_4_A18LZUX7ES0QI9_18,9000000,9000126,1288,the
ChicagoFSWild/misc_1/carol_padden_1982,9000000,9000127,0045,case
ChicagoFSWildPlus/Batch32/I_am_moving_out_again_5_A2Q8Q1BE2JQR4C_0,9000000,9000128,1108,mr bean
ChicagoFSWild/misc_2/aidan_mack_3195,9000000,9000129,0048,so
ChicagoFSWildPlus/Batch24/VRS_update_info_from_11_A18LZUX7ES0QI9_7,9000000,9000130,1158,of
ChicagoFSWild/youtube_2/tia_albert_3858,9000000,9000131,0060,bid
ChicagoFSWildPlus/Batch16/My_Thoughts_on_the_FCC_5_A18LZUX7ES0QI9_4,9000000,9000132,1121,vrs
ChicagoFSWildPlus/Batch25/The_Pearls-Gertrude_5_A2Q8Q1BE2JQR4C_8,9000000,9000133,1049,hollywood
ChicagoFSWildPlus/Batch17/it_been_long_5_A2WGOCFKSFGADL_1,9000000,9000134,1280,dc
ChicagoFSWildPlus/Batch32/PeterWolfProductions_2_A2KK5BSM1BR0WR_3,9000000,9000135,1233,vincenti
ChicagoFSWildPlus/Batch13/Vermont_Council_for_Deaf_HOH_Deaf-Blind_1_A38TMY19OO99NJ_3,9000000,9000136,1255,of rep
ChicagoFSWild/youtube_4/raymond_merritt_4812,9000000,9000137,0062,ms multiple sclerosis
ChicagoFSWildPlus/Batch20/DM_5817_1_A2KK5BSM1BR0WR_10,9000000,9000138,1012,nice
ChicagoFSWildPlus/Batch17/June-23-2017_Tidbits_22_A2WGOCFKSFGADL_4,9000000,9000139,1190,f
ChicagoFSWildPlus/Batch24/The_Pearls-Leah_Katz_5_A2Q8Q1BE2JQR4C_9,9000000,9000140,1246,on
ChicagoFSWild/youtube_5/david_o._reynolds_5823,9000000,9000141,0153,ndec
ChicagoFSWildPlus/Batch24/Were_You_Bullied_ASK_Nyle_DiMarco_1_A18LZUX7ES0QI9_14,9000000,9000142,1209,trump
ChicagoFSWildPlus/Batch10/IAD_Submits_Letter_to_Governor_0_AIU1NJREW2JSG_13,9000000,9000143,1234,law
ChicagoFSWildPlus/Batch26/Yo_EricFast_about_Coconut_2_A38TMY19OO99NJ_0,9000000,9000144,1013,coconut oil
ChicagoFSWildPlus/Batch27/DM_5917_11_AEX33M0CP8GS9_5,9000000,9000145,1012,fbi
ChicagoFSWildPlus/Batch30/SDSD_Scott_Miller_0_A2KK5BSM1BR0WR_2,9000000,9000146,1295,circut
ChicagoFSWildPlus/Batch27/DM_5917_5_A2Q8Q1BE2JQR4C_13,9000000,9000147,1012,trump did
ChicagoFSWildPlus/Batch32/PERCD_Report_2015_7_APZUMUMSJ59GH_1,9000000,9000148,1338,bill standeven
ChicagoFSWildPlus/Batch24/VRS_update_info_from_3_A2Q8Q1BE2JQR4C_0,9000000,9000149,1158,all
ChicagoFSWildPlus/Batch28/Comments_number_3_A24G9X56P9W0H3_2,9000000,9000150,1089,did
ChicagoFSWild/misc_1/carol_padden_2174,9000000,9000151,0045,absl isl
ChicagoFSWild/deafvideo_3/deafmermaid_3690,9000000,9000152,0031,fans
ChicagoFSWildPlus/Batch26/What_Kind_of_Milk_10_A2Q8Q1BE2JQR4C_9,9000000,9000153,1161,try
ChicagoFSWildPlus/Batch31/DM_61614_5_A2KK5BSM1BR0WR_1,9000000,9000154,1012,iq
ChicagoFSWildPlus/Batch12/Obama_Invites_Deaf_2_A5MYYH3B448OY_1,9000000,9000155,1323,holiday
ChicagoFSWildPlus/Batch23/Sports_Town_Allen_0_A2KK5BSM1BR0WR_1,9000000,9000156,1320,vice president
ChicagoFSWildPlus/Batch20/DeafNation_DeafUnited_LanguagePeople_31_A2WGOCFKSFGADL_6,9000000,9000157,1012,justificin
ChicagoFSWildPlus/Batch20/Deaf_Owned_Collision_Center_6_A38TMY19OO99NJ_1,9000000,9000158,1150,borne
ChicagoFSWildPlus/Batch29/D-PAN_Interview-Jose_8_APZUMUMSJ59GH_0,9000000,9000159,1348,do
ChicagoFSWild/deafvideo_5/silentoneye_7328,9000000,9000160,0106,gadi
ChicagoFSWild/aslized/joy_maisel_6432,9000000,9000161,0087,fiction
ChicagoFSWildPlus/Batch16/My_Thoughts_on_the_FCC_3_A1I9C94JSHA0M_7,9000000,9000162,1121,rs
ChicagoFSWildPlus/Batch17/KERUX_2_A2WGOCFKSFGADL_1,9000000,9000163,1028,ceativue
ChicagoFSWildPlus/Batch27/Deaf_History_Month-Ben_2_A24G9X56P9W0H3_1,9000000,9000164,1086,human
ChicagoFSWildPlus/Batch5/CSI_Who_We_Are_0_0_12,9000000,9000165,1153,csi
ChicagoFSWildPlus/Batch21/Love_Conquers_All_11_A2KK5BSM1BR0WR_0,9000000,9000166,1054,diver incase
ChicagoFSWildPlus/Batch16/More_Deaf_from_Africa_get_PHD_1_A39XPCDK2O844L_1,9000000,9000167,1001,ok
ChicagoFSWildPlus/Batch29/EKU_Interview_with_Nancy_2_A2KK5BSM1BR0WR_0,9000000,9000168,1087,devia
ChicagoFSWildPlus/Batch25/What_is_it_like_to_be_DEAF_12_A1TCQUK1F20CX0_4,9000000,9000169,1168,so she
ChicagoFSWildPlus/Batch18/The_Holcomb_Family_4_A18LZUX7ES0QI9_0,9000000,9000170,1070,ind
ChicagoFSWild/deafvideo_3/yesyes_3101,9000000,9000171,0102,dslr
ChicagoFSWildPlus/Batch24/Trial_Work_Period_0_A1F0Y9W6IR2DRB_2,9000000,9000172,1187,ssdi
ChicagoFSWild/deafvideo_4/frekky_4965,9000000,9000173,0021,bigbadwolfe
ChicagoFSWild/youtube_5/keith_nolan_6001,9000000,9000174,0154,hakn
ChicagoFSWild/deafvideo_5/deafmermaid_7369,9000000,9000175,0031,grooming
ChicagoFSWildPlus/Batch26/Yo_UA_0_A18LZUX7ES0QI9_4,9000000,9000176,1013,l
ChicagoFSWild/youtube_6/tom_humphries_6641,9000000,9000177,0080,go
ChicagoFSWildPlus/Batch32/Interview_with_Crom_4_APZUMUMSJ59GH_1,9000000,9000178,1182,asl
ChicagoFSWildPlus/Batch28/DM_61214_5_A24G9X56P9W0H3_10,9000000,9000179,1012,j
ChicagoFSWildPlus/Batch5/Current_SGA_Level_4_1_14,9000000,9000180,1187,irwe
ChicagoFSWildPlus/Batch23/DM_9517_11_A2Q8Q1BE2JQR4C_6,9000000,9000181,1012,tak
ChicagoFSWildPlus/Batch33/DM_9417_12_APZUMUMSJ59GH_6,9000000,9000182,1012,betrayed
ChicagoFSWildPlus/Batch27/DM_5917_10_A2Q8Q1BE2JQR4C_4,9000000,9000183,1012,comey
ChicagoFSWildPlus/Batch10/PART_TWO-Interview_Lewis_7_A2WGOCFKSFGADL_1,9000000,9000184,1344,wow
ChicagoFSWild/youtube_4/alex_abenchuchan_5432,9000000,9000185,0050,theresa may
ChicagoFSWildPlus/Batch19/Gally_Protest-Ryan_Commerson_3_A18LZUX7ES0QI9_4,9000000,9000186,1151,of
ChicagoFSWildPlus/Batch32/McDevittVideoEmergencyPrepLittlewood_13_A2Q8Q1BE2JQR4C_3,9000000,9000187,1159,so
ChicagoFSWildPlus/Batch30/SDSD_Frank_Turk_7_A18LZUX7ES0QI9_10,9000000,9000188,1288,legislative
ChicagoFSWildPlus/Batch13/US_Debates_Syria_Attack_5_A29N6XC56CKK0X_9,9000000,9000189,1161,un
ChicagoFSWildPlus/Batch32/May_17_News_6_A2Q8Q1BE2JQR4C_7,9000000,9000190,1012,fbi
ChicagoFSWildPlus/Batch6/3-Day_Refresh_3_0_3,9000000,9000191,1278,track
ChicagoFSWildPlus/Batch30/SDSD_Frank_Turk_6_A18LZUX7ES0QI9_3,9000000,9000192,1288,had
ChicagoFSWild/youtube_2/wesley_arey_3553,9000000,9000193,0027,coa
ChicagoFSWildPlus/Batch30/RSD_Superintendent_Vlog_2_A2E9SNUZ543XUK_4,9000000,9000194,1097,rsd
ChicagoFSWildPlus/Batch22/Studies_Show_Antarctica_Ice_12_A18LZUX7ES0QI9_7,9000000,9000195,1161,us
ChicagoFSWild/youtube_4/howard_rosenblum_5568,9000000,9000196,0111,cuonil de manos
ChicagoFSWildPlus/Batch27/Deafhood_Yoga_A_Common_11_A2Q8Q1BE2JQR4C_9,9000000,9000197,1053,yoga
ChicagoFSWildPlus/Batch24/The_Pearls-TL_Forsberg_0_A2Q8Q1BE2JQR4C_2,9000000,9000198,1249,nova scotica
ChicagoFSWildPlus/Batch23/Shakeology_how_9_A2Q8Q1BE2JQR4C_9,9000000,9000199,1278,shakeology
ChicagoFSWildPlus/Batch26/Woodworking_Challenge_1_A2KK5BSM1BR0WR_3,9000000,9000200,1046,carbon
ChicagoFSWildPlus/Batch13/Update_about_last_night_3_A2WGOCFKSFGADL_8,9000000,9000201,1013,if
ChicagoFSWildPlus/Batch7/Charles_Marshs_Deaf_Volleyball_Memories_33_1_19,9000000,9000202,1149,coach of
ChicagoFSWildPlus/Batch29/DWUMentorTraining_6_A18LZUX7ES0QI9_3,9000000,9000203,1253,mentor
ChicagoFSWildPlus/Batch26/Wing_Butler-Onsite_22_A18LZUX7ES0QI9_6,9000000,9000204,1358,virtual era
ChicagoFSWildPlus/Batch31/DM_61517_5_APZUMUMSJ59GH_1,9000000,9000205,1012,dakota
ChicagoFSWildPlus/Batch23/Shakeology_ASL_Choice_4_A18LZUX7ES0QI9_13,9000000,9000206,1284,calories
ChicagoFSWildPlus/Batch13/Updates_on_the_Interpreter_5_A1YHAWNKMBBOXM_15,9000000,9000207,1234,to
ChicagoFSWildPlus/Batch25/What_is_it_like_to_be_DEAF_14_A18LZUX7ES0QI9_1,9000000,9000208,1168,damn tv
ChicagoFSWildPlus/Batch16/My_Bio_0_A1I9C94JSHA0M_3,9000000,9000209,1324,ok
ChicagoFSWildPlus/Batch14/Interviewing_ALS_Neuralstem_4_A39XPCDK2O844L_6,9000000,9000210,1199,it
ChicagoFSWild/youtube_2/wesley_arey_3556,9000000,9000211,0027,coat
ChicagoFSWildPlus/Batch27/Deaf_Business_Spotlight_Wavio_6_A1TCQUK1F20CX0_0,9000000,9000212,1012,aug
ChicagoFSWildPlus/Batch20/Deaf_love_Her_0_A18LZUX7ES0QI9_2,9000000,9000213,1298,bill
ChicagoFSWild/youtube_3/alex_abenchuchan_4140,9000000,9000214,0050,drone
ChicagoFSWildPlus/Batch27/DM_61014_2_A1R3VX1KIZH9CP_9,9000000,9000215,1012,post
ChicagoFSWildPlus/Batch26/Why_Accountability_is_Essential_0_A2Q8Q1BE2JQR4C_4,9000000,9000216,1235,ou
ChicagoFSWild/deafvideo_2/sddsimple_1568,9000000,9000217,0093,only
ChicagoFSWildPlus/Batch28/DM_61114_2_A3G3CHW8SY1LU5_2,9000000,9000218,1012,gym
ChicagoFSWildPlus/Batch23/SNASL-The_Albatross_0_A2KK5BSM1BR0WR_1,9000000,9000219,1301,sea
ChicagoFSWild/youtube_5/carrie_lou_garberoglio_6311,9000000,9000220,0152,literacy
ChicagoFSWildPlus/Batch30/SDSD_Mark_Johnson_11_A1TCQUK1F20CX0_2,9000000,9000221,1294,les
ChicagoFSWildPlus/Batch7/Charles_Marshs_Deaf_Volleyball_Memories_20_0_0,9000000,9000222,1149,lines
ChicagoFSWildPlus/Batch9/Kenya_Lowe-Work_9_0_1,9000000,9000223,1163,dsid
ChicagoFSWildPlus/Batch19/Fitness_in_Deaf_1_A18LZUX7ES0QI9_3,9000000,9000224,1041,knot
ChicagoFSWildPlus/Batch20/DM_5817_5_A2KK5BSM1BR0WR_5,9000000,9000225,1012,car
ChicagoFSWild/deafvideo_3/deafaynrand_4443,9000000,9000226,0020,ap
ChicagoFSWildPlus/Batch21/Man_Walks_21_Miles_0_A281AHGBVMFHFT_0,9000000,9000227,1161,but
ChicagoFSWildPlus/Batch19/Working_with_Sources_0_A2KK5BSM1BR0WR_0,9000000,9000228,1233,atl
ChicagoFSWildPlus/Batch18/What_are_we_teaching_3_A281AHGBVMFHFT_5,9000000,9000229,1184,out
ChicagoFSWildPlus/Batch30/SDSD_Frank_Turk_7_A18LZUX7ES0QI9_13,9000000,9000230,1288,the
ChicagoFSWildPlus/Batch30/Putting_a_New_Face_8_A1TCQUK1F20CX0_0,9000000,9000231,1111,age
ChicagoFSWildPlus/Batch32/Interview_with_Crom_0_A2Q8Q1BE2JQR4C_3,9000000,9000232,1182,saunders
ChicagoFSWildPlus/Batch10/IAD_Submits_Letter_to_Governor_2_A18LZUX7ES0QI9_0,9000000,9000233,1234,idhc by laws
ChicagoFSWildPlus/Batch29/DM_61317_0_A2KK5BSM1BR0WR_6,9000000,9000234,1012,rodman
ChicagoFSWildPlus/Batch18/TSJDLs_very_first_6_A38TMY19OO99NJ_1,9000000,9000235,1329,fes
ChicagoFSWildPlus/Batch9/Robert_Arnold_Augustus_8_0_3,9000000,9000236,1068,yes
